Bulan,Hari,Hari_Minggu,Quarter,Is_Weekend,Is_Akhir_Bulan,Is_Awal_Bulan,Hari_Dari_Awal_Bulan,Total_Transaksi,Rata_Nominal,Frekuensi_Per_Hari,Durasi_Aktif_Hari,Rata_Interval_Hari,Jumlah_Terlambat,Persentase_Terlambat,Is_TopUp,Is_QRIS,Is_Transfer,Prop_TopUp,Prop_QRIS,Prop_Transfer,Aktivitas_Bulan_Ini,Aktivitas_Quarter_Ini,Nominal_Transaksi,Warga_ID
1,20,0,1,0,0,0,20,72,76706.51388888889,2.4,29,0.0845070422535211,56,77.77777777777779,1,0,0,0.3194444444444444,0.375,0.3055555555555556,45,72,86921,87
1,24,4,1,0,0,0,24,50,68874.42,1.7241379310344829,28,0.2244897959183673,32,64.0,0,0,1,0.4,0.14,0.46,24,50,5496,42
1,17,4,1,0,0,0,17,81,75187.81481481482,2.6129032258064515,30,0.1,61,75.30864197530865,0,1,0,0.2592592592592592,0.3209876543209876,0.419753086419753,50,81,63084,78
1,17,4,1,0,0,0,17,55,77483.32727272727,1.7741935483870968,30,0.2407407407407407,43,78.18181818181819,0,1,0,0.4363636363636363,0.2545454545454545,0.3090909090909091,32,55,114780,35
1,22,2,1,0,0,0,22,58,73683.60344827586,1.9333333333333331,29,0.1929824561403508,39,67.24137931034483,0,0,1,0.2586206896551724,0.3448275862068966,0.396551724137931,27,58,53153,34
1,29,2,1,0,1,0,29,53,72688.96226415095,1.7096774193548387,30,0.2692307692307692,36,67.9245283018868,0,0,1,0.3584905660377358,0.2264150943396226,0.4150943396226415,32,53,88427,68
2,5,2,1,0,0,1,5,55,76856.56363636363,1.7741935483870968,30,0.1666666666666666,39,70.9090909090909,0,1,0,0.2727272727272727,0.3818181818181818,0.3454545454545454,28,55,115008,82
1,22,2,1,0,0,0,22,58,72108.8275862069,1.9333333333333331,29,0.2280701754385964,49,84.48275862068965,1,0,0,0.396551724137931,0.293103448275862,0.3103448275862069,38,58,86313,100
1,25,5,1,1,1,0,25,54,72342.72222222222,1.8,29,0.2264150943396226,32,59.25925925925925,0,0,1,0.2962962962962963,0.2777777777777778,0.4259259259259259,20,54,39502,153
1,26,6,1,1,1,0,26,66,78560.72727272728,2.129032258064516,30,0.1384615384615384,47,71.21212121212122,0,1,0,0.2575757575757575,0.2727272727272727,0.4696969696969697,36,66,62864,140
1,22,2,1,0,0,0,22,67,82101.55223880598,2.161290322580645,30,0.1515151515151515,47,70.1492537313433,0,0,1,0.208955223880597,0.3432835820895522,0.4477611940298507,35,67,76226,47
1,29,2,1,0,1,0,29,63,76894.44444444444,2.032258064516129,30,0.1129032258064516,48,76.19047619047619,0,0,1,0.4603174603174603,0.2222222222222222,0.3174603174603174,35,63,14155,83
1,17,4,1,0,0,0,17,72,72058.77777777778,2.3225806451612905,30,0.1126760563380281,58,80.55555555555556,0,1,0,0.2083333333333333,0.3888888888888889,0.4027777777777778,44,72,45304,54
2,4,1,1,0,0,1,4,49,80378.0612244898,1.5806451612903225,30,0.2708333333333333,34,69.38775510204081,0,0,1,0.2244897959183673,0.2653061224489796,0.5102040816326531,23,49,90194,132
1,18,5,1,1,0,0,18,55,77483.32727272727,1.7741935483870968,30,0.2407407407407407,43,78.18181818181819,0,1,0,0.4363636363636363,0.2545454545454545,0.3090909090909091,32,55,5813,35
1,17,4,1,0,0,0,17,53,70600.11320754717,1.7666666666666666,29,0.2115384615384615,29,54.71698113207547,1,0,0,0.2452830188679245,0.4150943396226415,0.3396226415094339,23,53,5189,133
1,19,6,1,1,0,0,19,55,78545.94545454545,1.896551724137931,28,0.2592592592592592,41,74.54545454545455,0,0,1,0.3272727272727272,0.2909090909090909,0.3818181818181818,32,55,149776,40
1,17,4,1,0,0,0,17,59,78534.98305084746,2.034482758620689,28,0.1724137931034483,44,74.57627118644068,0,0,1,0.3220338983050847,0.1694915254237288,0.5084745762711864,34,59,77019,122
1,28,1,1,0,1,0,28,53,80305.09433962264,1.7096774193548387,30,0.25,34,64.15094339622641,0,1,0,0.2452830188679245,0.2452830188679245,0.5094339622641509,21,53,79329,36
2,15,5,1,1,0,0,15,57,73224.66666666667,1.8387096774193548,30,0.2857142857142857,40,70.17543859649122,1,0,0,0.2280701754385964,0.4210526315789473,0.3508771929824561,23,57,85547,113
1,19,6,1,1,0,0,19,68,76358.9705882353,2.193548387096774,30,0.1791044776119403,46,67.64705882352942,0,0,1,0.25,0.3529411764705882,0.3970588235294117,36,68,48178,76
1,24,4,1,0,0,0,24,69,79858.11594202899,2.225806451612903,30,0.1617647058823529,49,71.01449275362319,0,0,1,0.2898550724637681,0.2608695652173913,0.4492753623188406,31,69,113411,97
2,13,3,1,0,0,0,13,71,74518.38028169014,2.3666666666666667,29,0.1285714285714285,51,71.83098591549296,0,1,0,0.3661971830985915,0.2816901408450704,0.352112676056338,31,71,84207,71
1,20,0,1,0,0,0,20,45,76742.06666666667,1.4516129032258065,30,0.3636363636363636,34,75.55555555555556,1,0,0,0.3111111111111111,0.2666666666666666,0.4222222222222222,27,45,65868,103
2,15,5,1,1,0,0,15,81,75187.81481481482,2.6129032258064515,30,0.1,61,75.30864197530865,0,1,0,0.2592592592592592,0.3209876543209876,0.419753086419753,31,81,75186,78
2,6,3,1,0,0,1,6,66,78560.72727272728,2.129032258064516,30,0.1384615384615384,47,71.21212121212122,1,0,0,0.2575757575757575,0.2727272727272727,0.4696969696969697,30,66,62134,140
1,17,4,1,0,0,0,17,59,79486.03389830509,1.903225806451613,30,0.2241379310344827,42,71.1864406779661,0,1,0,0.3389830508474576,0.3050847457627119,0.3559322033898305,35,59,106058,23
2,7,4,1,0,0,1,7,66,75820.36363636363,2.129032258064516,30,0.1692307692307692,48,72.72727272727273,0,1,0,0.4090909090909091,0.2878787878787879,0.303030303030303,28,66,114762,141
1,18,5,1,1,0,0,18,53,81133.62264150943,1.7096774193548387,30,0.2692307692307692,37,69.81132075471697,1,0,0,0.3773584905660377,0.2830188679245283,0.3396226415094339,32,53,5640,29
2,8,5,1,1,0,0,8,71,76121.07042253521,2.290322580645161,30,0.1142857142857142,51,71.83098591549296,0,1,0,0.380281690140845,0.2394366197183098,0.380281690140845,35,71,88148,150
2,10,0,1,0,0,0,10,69,79858.11594202899,2.225806451612903,30,0.1617647058823529,49,71.01449275362319,0,1,0,0.2898550724637681,0.2608695652173913,0.4492753623188406,38,69,85245,97
1,17,4,1,0,0,0,17,71,81095.8309859155,2.3666666666666667,29,0.1428571428571428,49,69.01408450704226,0,0,1,0.2676056338028169,0.323943661971831,0.4084507042253521,37,71,47440,31
2,7,4,1,0,0,1,7,67,74637.6119402985,2.161290322580645,30,0.1515151515151515,48,71.64179104477611,1,0,0,0.3432835820895522,0.3283582089552239,0.3283582089552239,26,67,88843,50
2,7,4,1,0,0,1,7,76,69190.38157894737,2.4516129032258065,30,0.0933333333333333,58,76.31578947368422,1,0,0,0.3552631578947368,0.3026315789473684,0.3421052631578947,28,76,46903,12
2,6,3,1,0,0,1,6,54,79844.62962962964,1.8,29,0.2264150943396226,34,62.96296296296296,0,1,0,0.2592592592592592,0.3148148148148148,0.4259259259259259,25,54,149386,72
1,17,4,1,0,0,0,17,66,73845.54545454546,2.2,29,0.1846153846153846,47,71.21212121212122,1,0,0,0.3484848484848485,0.3939393939393939,0.2575757575757575,38,66,19335,57
1,17,4,1,0,0,0,17,52,81050.57692307692,1.7333333333333334,29,0.2549019607843137,32,61.53846153846154,0,0,1,0.4230769230769231,0.2307692307692307,0.3461538461538461,22,52,62220,95
1,20,0,1,0,0,0,20,55,76856.56363636363,1.7741935483870968,30,0.1666666666666666,39,70.9090909090909,0,1,0,0.2727272727272727,0.3818181818181818,0.3454545454545454,27,55,51459,82
1,17,4,1,0,0,0,17,58,74702.20689655172,1.870967741935484,30,0.2280701754385964,40,68.96551724137932,1,0,0,0.293103448275862,0.3103448275862069,0.396551724137931,29,58,79473,8
1,29,2,1,0,1,0,29,50,68740.7,1.6666666666666667,29,0.2448979591836734,32,64.0,0,0,1,0.38,0.22,0.4,22,50,47444,106
1,20,0,1,0,0,0,20,48,69229.27083333333,1.5483870967741935,30,0.2340425531914893,33,68.75,1,0,0,0.3541666666666667,0.2291666666666666,0.4166666666666667,23,48,68398,63
1,21,1,1,0,0,0,21,52,65878.44230769231,1.7333333333333334,29,0.2549019607843137,30,57.692307692307686,1,0,0,0.3461538461538461,0.2884615384615384,0.3653846153846153,22,52,104120,52
1,24,4,1,0,0,0,24,55,77985.98181818181,1.7741935483870968,30,0.1851851851851851,37,67.27272727272727,0,1,0,0.4181818181818181,0.2727272727272727,0.3090909090909091,24,55,61211,3
2,10,0,1,0,0,0,10,36,73788.33333333333,1.2413793103448276,28,0.4285714285714285,21,58.333333333333336,0,1,0,0.3888888888888889,0.3055555555555556,0.3055555555555556,19,36,5813,7
1,31,4,1,0,1,0,31,39,74824.48717948717,1.2580645161290325,30,0.4473684210526316,23,58.97435897435898,0,1,0,0.3333333333333333,0.1794871794871795,0.4871794871794871,19,39,90995,26
1,21,1,1,0,0,0,21,53,74019.98113207547,1.827586206896552,28,0.2115384615384615,41,77.35849056603774,1,0,0,0.3773584905660377,0.2075471698113207,0.4150943396226415,32,53,119030,126
2,7,4,1,0,0,1,7,45,76742.06666666667,1.4516129032258065,30,0.3636363636363636,34,75.55555555555556,0,0,1,0.3111111111111111,0.2666666666666666,0.4222222222222222,18,45,67043,103
1,25,5,1,1,1,0,25,71,76121.07042253521,2.290322580645161,30,0.1142857142857142,51,71.83098591549296,0,0,1,0.380281690140845,0.2394366197183098,0.380281690140845,36,71,63656,150
2,5,2,1,0,0,1,5,42,85286.35714285714,1.5,27,0.2926829268292683,27,64.28571428571429,0,1,0,0.2857142857142857,0.3333333333333333,0.3809523809523809,21,42,92543,101
1,19,6,1,1,0,0,19,53,70600.11320754717,1.7666666666666666,29,0.2115384615384615,29,54.71698113207547,0,1,0,0.2452830188679245,0.4150943396226415,0.3396226415094339,23,53,22777,133
1,17,4,1,0,0,0,17,66,73845.54545454546,2.2,29,0.1846153846153846,47,71.21212121212122,0,1,0,0.3484848484848485,0.3939393939393939,0.2575757575757575,38,66,61472,57
1,19,6,1,1,0,0,19,57,73486.52631578948,1.8387096774193548,30,0.2142857142857142,41,71.9298245614035,0,0,1,0.3157894736842105,0.2982456140350877,0.3859649122807017,26,57,36675,18
1,18,5,1,1,0,0,18,61,73939.90163934426,1.967741935483871,30,0.1666666666666666,45,73.77049180327869,1,0,0,0.3442622950819672,0.180327868852459,0.4754098360655737,35,61,5189,56
1,25,5,1,1,1,0,25,50,68740.7,1.6666666666666667,29,0.2448979591836734,32,64.0,1,0,0,0.38,0.22,0.4,22,50,66485,106
2,3,0,1,0,0,1,3,67,75586.05970149254,2.2333333333333334,29,0.1363636363636363,43,64.17910447761194,0,0,1,0.3283582089552239,0.3134328358208955,0.3582089552238806,37,67,5496,96
1,30,3,1,0,1,0,30,44,79229.65909090909,1.4193548387096775,30,0.3023255813953488,34,77.27272727272727,0,1,0,0.2045454545454545,0.4545454545454545,0.3409090909090909,19,44,64401,148
1,17,4,1,0,0,0,17,69,80102.57971014493,2.3,29,0.1470588235294117,53,76.81159420289855,0,0,1,0.3478260869565217,0.2753623188405797,0.3768115942028985,44,69,7853,25
2,4,1,1,0,0,1,4,58,87179.8448275862,1.870967741935484,30,0.2280701754385964,39,67.24137931034483,0,0,1,0.3275862068965517,0.2413793103448276,0.4310344827586206,25,58,22625,62
2,6,3,1,0,0,1,6,42,72947.80952380953,1.3548387096774193,30,0.3170731707317073,26,61.90476190476191,0,1,0,0.3333333333333333,0.3095238095238095,0.3571428571428571,28,42,6570,121
1,17,4,1,0,0,0,17,66,75103.9696969697,2.129032258064516,30,0.2,50,75.75757575757575,1,0,0,0.3181818181818182,0.2424242424242424,0.4393939393939394,38,66,123466,125
2,5,2,1,0,0,1,5,69,79858.11594202899,2.225806451612903,30,0.1617647058823529,49,71.01449275362319,0,0,1,0.2898550724637681,0.2608695652173913,0.4492753623188406,38,69,113839,97
1,18,5,1,1,0,0,18,65,80119.83076923077,2.096774193548387,30,0.125,40,61.53846153846154,0,0,1,0.3230769230769231,0.1846153846153846,0.4923076923076923,28,65,14924,13
