Bulan,Hari,Hari_Minggu,Quarter,Is_Weekend,Is_Akhir_Bulan,Is_Awal_Bulan,Hari_Dari_Awal_Bulan,Total_Transaksi,Rata_Nominal,Frekuensi_Per_Hari,Durasi_Aktif_Hari,Rata_Interval_Hari,Jumlah_Terlambat,Persentase_Terlambat,Is_TopUp,Is_QRIS,Is_Transfer,Prop_TopUp,Prop_QRIS,Prop_Transfer,Aktivitas_Bulan_Ini,Aktivitas_Quarter_Ini,Nominal_Transaksi,Warga_ID
1,25,5,1,1,1,0,25,59,78534.98305084746,2.034482758620689,28,0.1724137931034483,44,74.57627118644068,0,1,0,0.3220338983050847,0.1694915254237288,0.5084745762711864,34,59,67124,122
2,3,0,1,0,0,1,3,74,76245.78378378379,2.3870967741935485,30,0.1780821917808219,54,72.97297297297297,0,1,0,0.2837837837837837,0.3108108108108108,0.4054054054054054,28,74,84426,20
1,27,0,1,0,1,0,27,62,84395.19354838709,2.0,30,0.1475409836065573,40,64.51612903225806,1,0,0,0.4032258064516129,0.2741935483870967,0.3225806451612903,29,62,111448,154
2,9,6,1,1,0,0,9,61,75237.72131147541,2.033333333333333,29,0.15,43,70.49180327868852,1,0,0,0.2459016393442623,0.3442622950819672,0.4098360655737705,28,61,82970,118
2,5,2,1,0,0,1,5,55,77776.34545454546,1.7741935483870968,30,0.1851851851851851,45,81.81818181818183,0,1,0,0.3090909090909091,0.2909090909090909,0.4,25,55,91112,92
2,16,6,1,1,0,0,16,54,74409.14814814815,1.7419354838709675,30,0.2452830188679245,34,62.96296296296296,0,0,1,0.2777777777777778,0.2222222222222222,0.5,28,54,94500,77
2,11,1,1,0,0,0,11,51,71957.56862745098,1.6451612903225807,30,0.28,38,74.50980392156863,1,0,0,0.3529411764705882,0.2941176470588235,0.3529411764705882,22,51,122128,129
1,29,2,1,0,1,0,29,50,72482.62,1.6129032258064515,30,0.2857142857142857,34,68.0,1,0,0,0.32,0.26,0.42,31,50,91616,127
1,27,0,1,0,1,0,27,66,75820.36363636363,2.129032258064516,30,0.1692307692307692,48,72.72727272727273,0,0,1,0.4090909090909091,0.2878787878787879,0.303030303030303,38,66,104493,141
2,7,4,1,0,0,1,7,51,86736.05882352941,1.7,29,0.2,32,62.74509803921568,1,0,0,0.3333333333333333,0.2745098039215686,0.392156862745098,34,51,99866,142
2,7,4,1,0,0,1,7,54,86808.4074074074,1.7419354838709675,30,0.2452830188679245,41,75.92592592592592,0,0,1,0.2592592592592592,0.3148148148148148,0.4259259259259259,22,54,75013,112
1,25,5,1,1,1,0,25,49,75838.59183673469,1.6896551724137931,28,0.2083333333333333,35,71.42857142857143,0,0,1,0.2653061224489796,0.2448979591836734,0.4897959183673469,26,49,41765,27
1,17,4,1,0,0,0,17,70,78546.9,2.2580645161290325,30,0.1739130434782608,51,72.85714285714285,1,0,0,0.3285714285714285,0.3714285714285714,0.3,41,70,48551,111
1,28,1,1,0,1,0,28,51,80145.09803921569,1.6451612903225807,30,0.24,33,64.70588235294117,0,1,0,0.2941176470588235,0.2549019607843137,0.4509803921568627,22,51,128387,45
1,17,4,1,0,0,0,17,52,71443.07692307692,1.6774193548387095,30,0.2745098039215686,36,69.23076923076923,0,1,0,0.25,0.2692307692307692,0.4807692307692308,26,52,25900,70
2,10,0,1,0,0,0,10,74,76245.78378378379,2.3870967741935485,30,0.1780821917808219,54,72.97297297297297,1,0,0,0.2837837837837837,0.3108108108108108,0.4054054054054054,28,74,100186,20
1,20,0,1,0,0,0,20,69,79858.11594202899,2.225806451612903,30,0.1617647058823529,49,71.01449275362319,1,0,0,0.2898550724637681,0.2608695652173913,0.4492753623188406,31,69,86220,97
2,11,1,1,0,0,0,11,76,74611.46052631579,2.533333333333333,29,0.12,59,77.63157894736842,1,0,0,0.3289473684210526,0.3026315789473684,0.3684210526315789,30,76,89728,65
1,17,4,1,0,0,0,17,74,80449.27027027027,2.3870967741935485,30,0.0958904109589041,57,77.02702702702703,1,0,0,0.3648648648648648,0.3243243243243243,0.3108108108108108,44,74,145409,22
2,6,3,1,0,0,1,6,69,73414.88405797101,2.225806451612903,30,0.1323529411764706,55,79.71014492753623,0,0,1,0.3623188405797101,0.2463768115942029,0.391304347826087,25,69,76505,44
2,10,0,1,0,0,0,10,73,74804.8904109589,2.3548387096774195,30,0.125,46,63.013698630136986,0,0,1,0.2328767123287671,0.2602739726027397,0.5068493150684932,36,73,109437,24
1,29,2,1,0,1,0,29,58,87179.8448275862,1.870967741935484,30,0.2280701754385964,39,67.24137931034483,0,0,1,0.3275862068965517,0.2413793103448276,0.4310344827586206,33,58,128234,62
1,25,5,1,1,1,0,25,66,76581.34848484848,2.2,29,0.0769230769230769,40,60.60606060606061,0,1,0,0.3181818181818182,0.3484848484848485,0.3333333333333333,31,66,58855,11
1,29,2,1,0,1,0,29,60,78390.91666666667,2.0,29,0.1525423728813559,39,65.0,1,0,0,0.2,0.3166666666666666,0.4833333333333333,29,60,120834,105
2,11,1,1,0,0,0,11,51,86736.05882352941,1.7,29,0.2,32,62.74509803921568,0,1,0,0.3333333333333333,0.2745098039215686,0.392156862745098,34,51,109872,142
2,13,3,1,0,0,0,13,66,74875.89393939394,2.129032258064516,30,0.1384615384615384,46,69.6969696969697,0,1,0,0.303030303030303,0.3939393939393939,0.303030303030303,27,66,70493,37
1,24,4,1,0,0,0,24,55,77776.34545454546,1.7741935483870968,30,0.1851851851851851,45,81.81818181818183,0,0,1,0.3090909090909091,0.2909090909090909,0.4,30,55,85263,92
1,29,2,1,0,1,0,29,81,75187.81481481482,2.6129032258064515,30,0.1,61,75.30864197530865,0,0,1,0.2592592592592592,0.3209876543209876,0.419753086419753,50,81,134010,78
1,18,5,1,1,0,0,18,69,76791.42028985507,2.225806451612903,30,0.1470588235294117,53,76.81159420289855,1,0,0,0.3043478260869565,0.2318840579710145,0.463768115942029,40,69,95758,84
1,28,1,1,0,1,0,28,59,79486.03389830509,1.903225806451613,30,0.2241379310344827,42,71.1864406779661,0,0,1,0.3389830508474576,0.3050847457627119,0.3559322033898305,35,59,60999,23
1,20,0,1,0,0,0,20,72,76706.51388888889,2.4,29,0.0845070422535211,56,77.77777777777779,0,1,0,0.3194444444444444,0.375,0.3055555555555556,45,72,72841,87
1,30,3,1,0,1,0,30,66,76581.34848484848,2.2,29,0.0769230769230769,40,60.60606060606061,0,1,0,0.3181818181818182,0.3484848484848485,0.3333333333333333,31,66,87129,11
1,17,4,1,0,0,0,17,69,80102.57971014493,2.3,29,0.1470588235294117,53,76.81159420289855,0,0,1,0.3478260869565217,0.2753623188405797,0.3768115942028985,44,69,110021,25
2,14,4,1,0,0,0,14,49,75838.59183673469,1.6896551724137931,28,0.2083333333333333,35,71.42857142857143,0,1,0,0.2653061224489796,0.2448979591836734,0.4897959183673469,23,49,18791,27
1,30,3,1,0,1,0,30,59,85972.40677966102,1.903225806451613,30,0.1724137931034483,38,64.40677966101694,0,1,0,0.3898305084745763,0.2711864406779661,0.3389830508474576,27,59,48593,38
2,11,1,1,0,0,0,11,70,78546.9,2.2580645161290325,30,0.1739130434782608,51,72.85714285714285,0,1,0,0.3285714285714285,0.3714285714285714,0.3,29,70,108819,111
2,5,2,1,0,0,1,5,36,73788.33333333333,1.2413793103448276,28,0.4285714285714285,21,58.333333333333336,1,0,0,0.3888888888888889,0.3055555555555556,0.3055555555555556,19,36,94220,7
2,5,2,1,0,0,1,5,72,72058.77777777778,2.3225806451612905,30,0.1126760563380281,58,80.55555555555556,0,0,1,0.2083333333333333,0.3888888888888889,0.4027777777777778,28,72,146520,54
1,31,4,1,0,1,0,31,41,86927.68292682926,1.3225806451612905,30,0.35,25,60.97560975609756,0,1,0,0.3902439024390244,0.2439024390243902,0.3658536585365853,17,41,91728,143
1,25,5,1,1,1,0,25,53,72688.96226415095,1.7096774193548387,30,0.2692307692307692,36,67.9245283018868,0,1,0,0.3584905660377358,0.2264150943396226,0.4150943396226415,32,53,33695,68
1,18,5,1,1,0,0,18,65,80379.27692307692,2.096774193548387,30,0.21875,56,86.15384615384616,1,0,0,0.3846153846153846,0.3846153846153846,0.2307692307692307,45,65,149420,73
1,17,4,1,0,0,0,17,71,77796.04225352113,2.290322580645161,30,0.1714285714285714,56,78.87323943661971,0,1,0,0.352112676056338,0.2957746478873239,0.352112676056338,45,71,40617,131
2,7,4,1,0,0,1,7,67,82101.55223880598,2.161290322580645,30,0.1515151515151515,47,70.1492537313433,0,1,0,0.208955223880597,0.3432835820895522,0.4477611940298507,32,67,93359,47
1,17,4,1,0,0,0,17,76,69190.38157894737,2.4516129032258065,30,0.0933333333333333,58,76.31578947368422,1,0,0,0.3552631578947368,0.3026315789473684,0.3421052631578947,48,76,30489,12
2,4,1,1,0,0,1,4,59,85152.20338983051,1.9666666666666663,29,0.1551724137931034,41,69.49152542372882,0,0,1,0.2203389830508474,0.3728813559322034,0.4067796610169492,29,59,72409,48
2,5,2,1,0,0,1,5,53,74019.98113207547,1.827586206896552,28,0.2115384615384615,41,77.35849056603774,1,0,0,0.3773584905660377,0.2075471698113207,0.4150943396226415,21,53,39825,126
1,20,0,1,0,0,0,20,49,65514.755102040814,1.5806451612903225,30,0.25,39,79.59183673469387,1,0,0,0.3673469387755102,0.3265306122448979,0.3061224489795918,30,49,122206,138
1,19,6,1,1,0,0,19,60,79054.98333333334,1.935483870967742,30,0.2372881355932203,45,75.0,1,0,0,0.4,0.25,0.35,37,60,124088,130
2,13,3,1,0,0,0,13,60,75275.16666666667,1.935483870967742,30,0.2372881355932203,47,78.33333333333333,0,1,0,0.3666666666666666,0.4,0.2333333333333333,23,60,45214,32
2,11,1,1,0,0,0,11,73,74804.8904109589,2.3548387096774195,30,0.125,46,63.013698630136986,0,1,0,0.2328767123287671,0.2602739726027397,0.5068493150684932,36,73,149386,24
1,28,1,1,0,1,0,28,60,72167.25,1.935483870967742,30,0.2203389830508474,36,60.0,0,1,0,0.2666666666666666,0.2666666666666666,0.4666666666666667,23,60,32252,151
1,31,4,1,0,1,0,31,62,84395.19354838709,2.0,30,0.1475409836065573,40,64.51612903225806,1,0,0,0.4032258064516129,0.2741935483870967,0.3225806451612903,29,62,149420,154
1,20,0,1,0,0,0,20,67,83216.17910447762,2.161290322580645,30,0.1818181818181818,44,65.67164179104478,0,0,1,0.2686567164179104,0.2388059701492537,0.4925373134328358,36,67,93359,53
1,17,4,1,0,0,0,17,58,87179.8448275862,1.870967741935484,30,0.2280701754385964,39,67.24137931034483,0,0,1,0.3275862068965517,0.2413793103448276,0.4310344827586206,33,58,127293,62
2,10,0,1,0,0,0,10,53,80305.09433962264,1.7096774193548387,30,0.25,34,64.15094339622641,0,0,1,0.2452830188679245,0.2452830188679245,0.5094339622641509,32,53,32659,36
2,12,2,1,0,0,0,12,49,75838.59183673469,1.6896551724137931,28,0.2083333333333333,35,71.42857142857143,1,0,0,0.2653061224489796,0.2448979591836734,0.4897959183673469,23,49,59939,27
1,26,6,1,1,1,0,26,77,74802.77922077922,2.4838709677419355,30,0.131578947368421,61,79.22077922077922,0,0,1,0.2727272727272727,0.3376623376623376,0.3896103896103896,51,77,88220,60
2,3,0,1,0,0,1,3,54,78759.70370370371,1.862068965517241,28,0.2075471698113207,35,64.81481481481481,0,1,0,0.3518518518518518,0.3333333333333333,0.3148148148148148,24,54,39538,123
1,22,2,1,0,0,0,22,76,69190.38157894737,2.4516129032258065,30,0.0933333333333333,58,76.31578947368422,1,0,0,0.3552631578947368,0.3026315789473684,0.3421052631578947,48,76,57103,12
2,15,5,1,1,0,0,15,55,71191.29090909091,1.8333333333333333,29,0.1851851851851851,35,63.63636363636363,0,1,0,0.2545454545454545,0.4545454545454545,0.2909090909090909,33,55,116701,49
2,16,6,1,1,0,0,16,46,82479.36956521739,1.5333333333333334,29,0.2666666666666666,31,67.3913043478261,0,0,1,0.3478260869565217,0.3695652173913043,0.2826086956521739,28,46,111394,15
1,17,4,1,0,0,0,17,42,72821.02380952382,1.4,29,0.2926829268292683,28,66.66666666666666,1,0,0,0.3571428571428571,0.2619047619047619,0.3809523809523809,22,42,88389,124
2,2,6,1,1,0,1,2,60,72167.25,1.935483870967742,30,0.2203389830508474,36,60.0,0,0,1,0.2666666666666666,0.2666666666666666,0.4666666666666667,37,60,31411,151
1,28,1,1,0,1,0,28,67,72386.26865671642,2.161290322580645,30,0.1515151515151515,45,67.16417910447761,1,0,0,0.2537313432835821,0.4328358208955223,0.3134328358208955,31,67,55858,4
2,6,3,1,0,0,1,6,52,81050.57692307692,1.7333333333333334,29,0.2549019607843137,32,61.53846153846154,0,1,0,0.4230769230769231,0.2307692307692307,0.3461538461538461,30,52,69344,95
2,11,1,1,0,0,0,11,44,79229.65909090909,1.4193548387096775,30,0.3023255813953488,34,77.27272727272727,0,1,0,0.2045454545454545,0.4545454545454545,0.3409090909090909,25,44,92724,148
2,6,3,1,0,0,1,6,49,81201.95918367348,1.6333333333333333,29,0.2083333333333333,33,67.3469387755102,0,0,1,0.3673469387755102,0.2448979591836734,0.3877551020408163,20,49,18630,155
2,9,6,1,1,0,0,9,66,76581.34848484848,2.2,29,0.0769230769230769,40,60.60606060606061,0,1,0,0.3181818181818182,0.3484848484848485,0.3333333333333333,35,66,121279,11
2,11,1,1,0,0,0,11,74,79142.43243243243,2.466666666666667,29,0.1643835616438356,52,70.27027027027027,0,0,1,0.2972972972972973,0.3378378378378378,0.3648648648648648,28,74,41703,93
1,31,4,1,0,1,0,31,36,73788.33333333333,1.2413793103448276,28,0.4285714285714285,21,58.333333333333336,1,0,0,0.3888888888888889,0.3055555555555556,0.3055555555555556,17,36,59041,7
2,15,5,1,1,0,0,15,54,74409.14814814815,1.7419354838709675,30,0.2452830188679245,34,62.96296296296296,0,0,1,0.2777777777777778,0.2222222222222222,0.5,28,54,58699,77
2,13,3,1,0,0,0,13,78,80801.30769230769,2.5161290322580645,30,0.1038961038961039,61,78.2051282051282,1,0,0,0.3076923076923077,0.3076923076923077,0.3846153846153846,27,78,32022,152
1,30,3,1,0,1,0,30,53,79268.7924528302,1.7666666666666666,29,0.2115384615384615,38,71.69811320754717,0,0,1,0.2830188679245283,0.4716981132075472,0.2452830188679245,29,53,69799,28
1,29,2,1,0,1,0,29,50,68740.7,1.6666666666666667,29,0.2448979591836734,32,64.0,0,0,1,0.38,0.22,0.4,22,50,47444,106
2,8,5,1,1,0,0,8,62,84395.19354838709,2.0,30,0.1475409836065573,40,64.51612903225806,1,0,0,0.4032258064516129,0.2741935483870967,0.3225806451612903,33,62,63538,154
2,2,6,1,1,0,1,2,66,75103.9696969697,2.129032258064516,30,0.2,50,75.75757575757575,0,0,1,0.3181818181818182,0.2424242424242424,0.4393939393939394,28,66,104736,125
1,31,4,1,0,1,0,31,66,75820.36363636363,2.129032258064516,30,0.1692307692307692,48,72.72727272727273,0,1,0,0.4090909090909091,0.2878787878787879,0.303030303030303,38,66,82505,141
2,7,4,1,0,0,1,7,66,75820.36363636363,2.129032258064516,30,0.1692307692307692,48,72.72727272727273,0,1,0,0.4090909090909091,0.2878787878787879,0.303030303030303,28,66,121058,141
2,2,6,1,1,0,1,2,58,71203.24137931035,1.870967741935484,30,0.1929824561403508,44,75.86206896551724,0,1,0,0.2241379310344827,0.3103448275862069,0.4655172413793103,23,58,15197,58
1,27,0,1,0,1,0,27,61,77368.27868852459,1.967741935483871,30,0.1666666666666666,47,77.04918032786885,0,1,0,0.3442622950819672,0.1967213114754098,0.4590163934426229,35,61,82720,110
2,4,1,1,0,0,1,4,54,86808.4074074074,1.7419354838709675,30,0.2452830188679245,41,75.92592592592592,0,0,1,0.2592592592592592,0.3148148148148148,0.4259259259259259,22,54,65334,112
1,19,6,1,1,0,0,19,49,83838.51020408163,1.5806451612903225,30,0.2708333333333333,34,69.38775510204081,0,0,1,0.2244897959183673,0.3265306122448979,0.4489795918367347,26,49,46004,30
2,7,4,1,0,0,1,7,67,83216.17910447762,2.161290322580645,30,0.1818181818181818,44,65.67164179104478,0,0,1,0.2686567164179104,0.2388059701492537,0.4925373134328358,31,67,11239,53
1,28,1,1,0,1,0,28,49,80108.02040816327,1.6333333333333333,29,0.2708333333333333,30,61.224489795918366,0,0,1,0.3061224489795918,0.3469387755102041,0.3469387755102041,21,49,102392,85
1,30,3,1,0,1,0,30,66,74875.89393939394,2.129032258064516,30,0.1384615384615384,46,69.6969696969697,1,0,0,0.303030303030303,0.3939393939393939,0.303030303030303,39,66,70060,37
1,17,4,1,0,0,0,17,60,75275.16666666667,1.935483870967742,30,0.2372881355932203,47,78.33333333333333,1,0,0,0.3666666666666666,0.4,0.2333333333333333,37,60,122545,32
1,27,0,1,0,1,0,27,44,79229.65909090909,1.4193548387096775,30,0.3023255813953488,34,77.27272727272727,0,0,1,0.2045454545454545,0.4545454545454545,0.3409090909090909,19,44,140260,148
1,23,3,1,0,0,0,23,66,75820.36363636363,2.129032258064516,30,0.1692307692307692,48,72.72727272727273,0,0,1,0.4090909090909091,0.2878787878787879,0.303030303030303,38,66,122078,141
2,13,3,1,0,0,0,13,74,79566.16216216216,2.3870967741935485,30,0.136986301369863,58,78.37837837837837,1,0,0,0.3648648648648648,0.3108108108108108,0.3243243243243243,24,74,53171,104
2,7,4,1,0,0,1,7,61,77368.27868852459,1.967741935483871,30,0.1666666666666666,47,77.04918032786885,0,1,0,0.3442622950819672,0.1967213114754098,0.4590163934426229,26,61,46554,110
1,22,2,1,0,0,0,22,71,74518.38028169014,2.3666666666666667,29,0.1285714285714285,51,71.83098591549296,1,0,0,0.3661971830985915,0.2816901408450704,0.352112676056338,40,71,67230,71
1,31,4,1,0,1,0,31,42,85286.35714285714,1.5,27,0.2926829268292683,27,64.28571428571429,0,0,1,0.2857142857142857,0.3333333333333333,0.3809523809523809,21,42,40487,101
1,17,4,1,0,0,0,17,49,81201.95918367348,1.6333333333333333,29,0.2083333333333333,33,67.3469387755102,0,0,1,0.3673469387755102,0.2448979591836734,0.3877551020408163,29,49,127975,155
2,13,3,1,0,0,0,13,55,76856.56363636363,1.7741935483870968,30,0.1666666666666666,39,70.9090909090909,1,0,0,0.2727272727272727,0.3818181818181818,0.3454545454545454,28,55,68359,82
1,23,3,1,0,0,0,23,49,81201.95918367348,1.6333333333333333,29,0.2083333333333333,33,67.3469387755102,1,0,0,0.3673469387755102,0.2448979591836734,0.3877551020408163,29,49,112394,155
2,10,0,1,0,0,0,10,69,76791.42028985507,2.225806451612903,30,0.1470588235294117,53,76.81159420289855,0,0,1,0.3043478260869565,0.2318840579710145,0.463768115942029,29,69,76446,84
2,1,5,1,1,0,1,1,67,80325.20895522388,2.161290322580645,30,0.1969696969696969,47,70.1492537313433,0,1,0,0.3582089552238806,0.3134328358208955,0.3283582089552239,30,67,109187,59
1,22,2,1,0,0,0,22,50,72482.62,1.6129032258064515,30,0.2857142857142857,34,68.0,0,0,1,0.32,0.26,0.42,31,50,123811,127
2,3,0,1,0,0,1,3,54,72342.72222222222,1.8,29,0.2264150943396226,32,59.25925925925925,0,0,1,0.2962962962962963,0.2777777777777778,0.4259259259259259,34,54,69610,153
1,28,1,1,0,1,0,28,50,68874.42,1.7241379310344829,28,0.2244897959183673,32,64.0,0,0,1,0.4,0.14,0.46,24,50,104050,42
2,7,4,1,0,0,1,7,70,78215.6,2.2580645161290325,30,0.1014492753623188,46,65.71428571428571,0,0,1,0.3571428571428571,0.3428571428571428,0.3,33,70,95934,99
1,17,4,1,0,0,0,17,76,69190.38157894737,2.4516129032258065,30,0.0933333333333333,58,76.31578947368422,1,0,0,0.3552631578947368,0.3026315789473684,0.3421052631578947,48,76,50487,12
2,6,3,1,0,0,1,6,58,74250.20689655172,1.870967741935484,30,0.2105263157894736,38,65.51724137931035,1,0,0,0.4310344827586206,0.293103448275862,0.2758620689655172,35,58,65421,80
2,5,2,1,0,0,1,5,53,70600.11320754717,1.7666666666666666,29,0.2115384615384615,29,54.71698113207547,0,0,1,0.2452830188679245,0.4150943396226415,0.3396226415094339,30,53,25171,133
1,17,4,1,0,0,0,17,58,81769.31034482758,1.870967741935484,30,0.2456140350877192,42,72.41379310344827,1,0,0,0.396551724137931,0.293103448275862,0.3103448275862069,38,58,124996,6
1,25,5,1,1,1,0,25,54,78759.70370370371,1.862068965517241,28,0.2075471698113207,35,64.81481481481481,0,1,0,0.3518518518518518,0.3333333333333333,0.3148148148148148,30,54,67587,123
1,17,4,1,0,0,0,17,66,78560.72727272728,2.129032258064516,30,0.1384615384615384,47,71.21212121212122,0,1,0,0.2575757575757575,0.2727272727272727,0.4696969696969697,36,66,64540,140
2,1,5,1,1,0,1,1,58,87179.8448275862,1.870967741935484,30,0.2280701754385964,39,67.24137931034483,0,0,1,0.3275862068965517,0.2413793103448276,0.4310344827586206,25,58,85549,62
1,30,3,1,0,1,0,30,61,77465.59016393442,1.967741935483871,30,0.15,43,70.49180327868852,0,1,0,0.3114754098360656,0.3278688524590163,0.360655737704918,31,61,42292,19
2,5,2,1,0,0,1,5,42,75360.09523809524,1.3548387096774193,30,0.3170731707317073,32,76.19047619047619,0,1,0,0.3809523809523809,0.2142857142857142,0.4047619047619047,18,42,118615,136
1,28,1,1,0,1,0,28,49,80378.0612244898,1.5806451612903225,30,0.2708333333333333,34,69.38775510204081,0,0,1,0.2244897959183673,0.2653061224489796,0.5102040816326531,26,49,111783,132
1,17,4,1,0,0,0,17,62,84395.19354838709,2.0,30,0.1475409836065573,40,64.51612903225806,0,0,1,0.4032258064516129,0.2741935483870967,0.3225806451612903,29,62,95198,154
1,17,4,1,0,0,0,17,63,89782.12698412698,2.032258064516129,30,0.1774193548387097,50,79.36507936507937,1,0,0,0.3174603174603174,0.2539682539682539,0.4285714285714285,34,63,61520,107
1,23,3,1,0,0,0,23,60,79054.98333333334,1.935483870967742,30,0.2372881355932203,45,75.0,1,0,0,0.4,0.25,0.35,37,60,121228,130
1,28,1,1,0,1,0,28,47,82632.27659574468,1.6206896551724137,28,0.1956521739130435,30,63.82978723404256,0,1,0,0.4042553191489361,0.2765957446808511,0.3191489361702128,22,47,104813,86
1,17,4,1,0,0,0,17,71,77796.04225352113,2.290322580645161,30,0.1714285714285714,56,78.87323943661971,1,0,0,0.352112676056338,0.2957746478873239,0.352112676056338,45,71,101268,131
1,17,4,1,0,0,0,17,67,82101.55223880598,2.161290322580645,30,0.1515151515151515,47,70.1492537313433,0,1,0,0.208955223880597,0.3432835820895522,0.4477611940298507,35,67,95394,47
2,13,3,1,0,0,0,13,58,74250.20689655172,1.870967741935484,30,0.2105263157894736,38,65.51724137931035,1,0,0,0.4310344827586206,0.293103448275862,0.2758620689655172,35,58,56999,80
